h_c_id,h_c_d_id,h_c_w_id,h_d_id,h_w_id,h_date,h_amount,h_data
1409,1,1,1,1,2018-10-20 21:31:40,10.00,RRQcpP9rivYt
1410,1,1,1,1,2018-10-20 21:31:40,10.00,3GAkqv3Xk76zOh6a
1411,1,1,1,1,2018-10-20 21:31:40,10.00,49X9AEjsYiu31PNhDM
1412,1,1,1,1,2018-10-20 21:31:40,10.00,XPru3X6XcVEupzgDj6
1413,1,1,1,1,2018-10-20 21:31:40,10.00,gUmzcQem6dGgwYKU1
1414,1,1,1,1,2018-10-20 21:31:40,10.00,9QAG7NPhBED3Ry
1415,1,1,1,1,2018-10-20 21:31:40,10.00,qCV40TvguTvV3Lny1uw
1416,1,1,1,1,2018-10-20 21:31:40,10.00,2UknLariO3maaHbSSSXJtpE
1417,1,1,1,1,2018-10-20 21:31:40,10.00,wycJzlbdywCcXcycbvfvFw
1418,1,1,1,1,2018-10-20 21:31:40,10.00,ZvGu2iHNQeRZ70sIt0Nk
1419,1,1,1,1,2018-10-20 21:31:40,10.00,63fGIYIeMwziocGJupbJpkxd
1420,1,1,1,1,2018-10-20 21:31:40,10.00,mhbKxeOmoB4JvEyFeOQYQgWd
1421,1,1,1,1,2018-10-20 21:31:40,10.00,2t7NsCK4IQbnyZr
1422,1,1,1,1,2018-10-20 21:31:40,10.00,SGWdEzj2jlJDEh
1423,1,1,1,1,2018-10-20 21:31:40,10.00,ux1z46H4qNkjlRv6ENSxE
1424,1,1,1,1,2018-10-20 21:31:40,10.00,eToAywC7kHAzB7QhnvWdlFR
1425,1,1,1,1,2018-10-20 21:31:40,10.00,kfXr91gMXVjUa
1426,1,1,1,1,2018-10-20 21:31:40,10.00,xq2zZxgLl8VKvy
1427,1,1,1,1,2018-10-20 21:31:40,10.00,xUfLBQJ3TEKwgiMhtECL
1428,1,1,1,1,2018-10-20 21:31:40,10.00,8rnR9mUUFhQItWF4ORkZk
1429,1,1,1,1,2018-10-20 21:31:40,10.00,QFkDttG4HXqqROFYNrQk0D8
1430,1,1,1,1,2018-10-20 21:31:40,10.00,UKetz92Xdvj16
1431,1,1,1,1,2018-10-20 21:31:40,10.00,h1yQF8YiSo3S
1432,1,1,1,1,2018-10-20 21:31:40,10.00,GLf04VeUCwtNugTcqtq7KrMn
1433,1,1,1,1,2018-10-20 21:31:40,10.00,qt3tuznOr69s
1434,1,1,1,1,2018-10-20 21:31:40,10.00,dtSWFzfHeV8d86aC5qd0pI
1435,1,1,1,1,2018-10-20 21:31:40,10.00,Kht97sx8HbLJq3SIjXVS2Qe
1436,1,1,1,1,2018-10-20 21:31:40,10.00,EZtcoo1k86A4Mh
1437,1,1,1,1,2018-10-20 21:31:40,10.00,IPmqxpJbpCPTLL0
1438,1,1,1,1,2018-10-20 21:31:40,10.00,GmcTmBOzYps1yez9WIg
1439,1,1,1,1,2018-10-20 21:31:40,10.00,N6015yBvfkN4m
1440,1,1,1,1,2018-10-20 21:31:40,10.00,Lw6SYpu2i59inqbDgLi
1441,1,1,1,1,2018-10-20 21:31:40,10.00,OXI5vwEeHQ6yClg6OWXfe
1442,1,1,1,1,2018-10-20 21:31:40,10.00,9a0oM9NmqbB4
1443,1,1,1,1,2018-10-20 21:31:40,10.00,uIKY3ZZquulY
1444,1,1,1,1,2018-10-20 21:31:40,10.00,tBV5BxUIVqc5cEk9tOBGF
1445,1,1,1,1,2018-10-20 21:31:40,10.00,4tSITPGZVX4j7ekJ
1446,1,1,1,1,2018-10-20 21:31:40,10.00,3k7CLbBNwjuv7
1447,1,1,1,1,2018-10-20 21:31:40,10.00,xcjRkvR25iqqpzd
1448,1,1,1,1,2018-10-20 21:31:40,10.00,4c1kQIanVa1iFYmc
1449,1,1,1,1,2018-10-20 21:31:40,10.00,xFQtFtFtnMPJk4InL6YX0eSC
1450,1,1,1,1,2018-10-20 21:31:40,10.00,NCphuEp58rkT6GEIPHZ1
1451,1,1,1,1,2018-10-20 21:31:40,10.00,ZNOF4jEArWvjNf9
1452,1,1,1,1,2018-10-20 21:31:40,10.00,jOQ9Yk8mbkdh
1453,1,1,1,1,2018-10-20 21:31:40,10.00,olBKOjHhrGWay
1454,1,1,1,1,2018-10-20 21:31:40,10.00,qQIMLVqyVo4U8QD4u
1455,1,1,1,1,2018-10-20 21:31:40,10.00,qla3g1U7T5OH
1456,1,1,1,1,2018-10-20 21:31:40,10.00,kj3NOCr883LGYzE5FHG7jXf
1457,1,1,1,1,2018-10-20 21:31:40,10.00,3fbogMOJEg0E
1458,1,1,1,1,2018-10-20 21:31:40,10.00,abt7JX0HOYiOEye1
1459,1,1,1,1,2018-10-20 21:31:40,10.00,y5ymyrr9AfmpjC3cucoP
1460,1,1,1,1,2018-10-20 21:31:40,10.00,TWsYo1tCGz4dfPtczIduZAf8
1461,1,1,1,1,2018-10-20 21:31:40,10.00,vWyhENgwJ7qtQ1xLEhj
1462,1,1,1,1,2018-10-20 21:31:40,10.00,hdUQ25DTDrwYc4M
1463,1,1,1,1,2018-10-20 21:31:40,10.00,9pB4KvnrDQUq0iup
1464,1,1,1,1,2018-10-20 21:31:40,10.00,fCT7AplLZLy3y4mCzwzFEuEM
1465,1,1,1,1,2018-10-20 21:31:40,10.00,CibW3SOCCSxvvCtPvU8b0GyG
1466,1,1,1,1,2018-10-20 21:31:40,10.00,KQQhEgND8DPFPWBzUicJKjBZ
1467,1,1,1,1,2018-10-20 21:31:40,10.00,F3wHkg0o86cwL4
1468,1,1,1,1,2018-10-20 21:31:40,10.00,G6pEJ0z9pl51oP6
1469,1,1,1,1,2018-10-20 21:31:40,10.00,WczQGq6JUFeGs0hvTc
1470,1,1,1,1,2018-10-20 21:31:40,10.00,oFHRTm0U98S5oXMIsL
1471,1,1,1,1,2018-10-20 21:31:40,10.00,e0dp572Ow9cyIz
1472,1,1,1,1,2018-10-20 21:31:40,10.00,72b9k3W40jk7QG3
1473,1,1,1,1,2018-10-20 21:31:40,10.00,Y9vVj0VWlyqL
1474,1,1,1,1,2018-10-20 21:31:40,10.00,wbbIDoyrA9P5
1475,1,1,1,1,2018-10-20 21:31:40,10.00,qHI5KW2ulT9U7LFL3
1476,1,1,1,1,2018-10-20 21:31:40,10.00,eyzKp9i92H4a
1477,1,1,1,1,2018-10-20 21:31:40,10.00,gCTmHb4MPmNunGDp6
1478,1,1,1,1,2018-10-20 21:31:40,10.00,BrXNziTXVy9H6uX5mjBNw
1479,1,1,1,1,2018-10-20 21:31:40,10.00,qzQ8guUGFyYtQLv8kabj
1480,1,1,1,1,2018-10-20 21:31:40,10.00,iGyJawwxtVaYXpA8cmShn3
1481,1,1,1,1,2018-10-20 21:31:40,10.00,97fcVEScTu7lRC7ZFsEX1n
1482,1,1,1,1,2018-10-20 21:31:40,10.00,ikvz46mjOehjrvMqMnt
1483,1,1,1,1,2018-10-20 21:31:40,10.00,uW1IY1k6jD2MtB2vme
1484,1,1,1,1,2018-10-20 21:31:40,10.00,S9TVBadkEbdVKsvGjN
1485,1,1,1,1,2018-10-20 21:31:40,10.00,yQb0t16LZjtkp1bVzfbnsZee
1486,1,1,1,1,2018-10-20 21:31:40,10.00,3BF92NIMn6p74wZCiH5eqxpq
1487,1,1,1,1,2018-10-20 21:31:40,10.00,JOmaW05PpmfyPhetTunQMc8p
1488,1,1,1,1,2018-10-20 21:31:40,10.00,MjmXpgayOOpP
1489,1,1,1,1,2018-10-20 21:31:40,10.00,RvvxsYIknREdcLA26o
1490,1,1,1,1,2018-10-20 21:31:40,10.00,icgsolvNu0WeV4G32tTTir
1491,1,1,1,1,2018-10-20 21:31:40,10.00,SCUhzxlFF0p6TV1grMWRX5b
1492,1,1,1,1,2018-10-20 21:31:40,10.00,VS4hJn0kw1YryBdSnJ5p4G
1493,1,1,1,1,2018-10-20 21:31:40,10.00,mtcps0YdWyJmvs1OYWZLA2y
1494,1,1,1,1,2018-10-20 21:31:40,10.00,A4NnaBNMi9jALrsx
1495,1,1,1,1,2018-10-20 21:31:40,10.00,IQuF8SFHRiETUeaR
1496,1,1,1,1,2018-10-20 21:31:40,10.00,T7nwaSjZJ8BuKwr41
1497,1,1,1,1,2018-10-20 21:31:40,10.00,6NlpsjYEPZ3FvVeTfAJ
1498,1,1,1,1,2018-10-20 21:31:40,10.00,Nn2uwLircxNps3ACFut
1499,1,1,1,1,2018-10-20 21:31:40,10.00,ebxYK18rQ5OXHhiEwK6oaR
1500,1,1,1,1,2018-10-20 21:31:40,10.00,alCqZCtuRKPkAdldivle4
1501,1,1,1,1,2018-10-20 21:31:40,10.00,GTQzBJ3dh3exJrodk4LjsP
1502,1,1,1,1,2018-10-20 21:31:40,10.00,1GWnjoLIKcgqki0kdy76I
1503,1,1,1,1,2018-10-20 21:31:40,10.00,WnRFDs7dxb5HwUxE0E
1504,1,1,1,1,2018-10-20 21:31:40,10.00,ohEsT1457B3SUiHqEzB
1505,1,1,1,1,2018-10-20 21:31:40,10.00,OptFjuJ5vqbJuC3pcSXyOF7
1506,1,1,1,1,2018-10-20 21:31:40,10.00,EToF0IGaooXvCtZfxM3D
1507,1,1,1,1,2018-10-20 21:31:40,10.00,fEMhipalQHrDbgvfk4t
1508,1,1,1,1,2018-10-20 21:31:40,10.00,LHKQcM5QrT27EN6SoDkjA9B
1509,1,1,1,1,2018-10-20 21:31:40,10.00,BADTY46Qdb4T5YBqGsIs
1510,1,1,1,1,2018-10-20 21:31:40,10.00,FoRPo3e147eFMtyy61S6
1511,1,1,1,1,2018-10-20 21:31:40,10.00,WavAdx2ykMUA
1512,1,1,1,1,2018-10-20 21:31:40,10.00,tbmZff0y3fUp37J8n
1513,1,1,1,1,2018-10-20 21:31:40,10.00,iXx3CMhmedAu
1514,1,1,1,1,2018-10-20 21:31:40,10.00,vykEVwLZmzQrPVS1PUCKz6iH
1515,1,1,1,1,2018-10-20 21:31:40,10.00,RVHfJ5tmtZ9y7XBDEw8oJ7
1516,1,1,1,1,2018-10-20 21:31:40,10.00,8DRLSW2NGh7XG
1517,1,1,1,1,2018-10-20 21:31:40,10.00,RCrcOwWYfXlvmmXYemq2y
1518,1,1,1,1,2018-10-20 21:31:40,10.00,iMVX7nxB2CFPh3YrkIcJ
1519,1,1,1,1,2018-10-20 21:31:40,10.00,yivB5ErU7bgcWcK
1520,1,1,1,1,2018-10-20 21:31:40,10.00,vCjvONmh6tEYR
1521,1,1,1,1,2018-10-20 21:31:40,10.00,amuGwngK9mjaMCIZLxQ
1522,1,1,1,1,2018-10-20 21:31:40,10.00,5XIValmwdNt6zo3l9Xz
1523,1,1,1,1,2018-10-20 21:31:40,10.00,BT1CpnicsutzeidfWSQGeztG
1524,1,1,1,1,2018-10-20 21:31:40,10.00,eo7fMUrC0Y16bEtc
1525,1,1,1,1,2018-10-20 21:31:40,10.00,BQz4FXCkoMaKI
1526,1,1,1,1,2018-10-20 21:31:40,10.00,7QDaYdvk6Xotv6Hbm
1527,1,1,1,1,2018-10-20 21:31:40,10.00,7curHfd5diHfMz1RhhY1wxY
1528,1,1,1,1,2018-10-20 21:31:40,10.00,KNWJ4oxOhnKwIfNvn
1529,1,1,1,1,2018-10-20 21:31:40,10.00,x7JC6qtzFiOciKvmfZDK4ONX
1530,1,1,1,1,2018-10-20 21:31:40,10.00,0RfmyBPaMrqi2Nzksnk6AGCi
1531,1,1,1,1,2018-10-20 21:31:40,10.00,YBg40KpX28SRgsw
1532,1,1,1,1,2018-10-20 21:31:40,10.00,1qnatQq5gH2l
1533,1,1,1,1,2018-10-20 21:31:40,10.00,9x5lMhhmuammzbU
1534,1,1,1,1,2018-10-20 21:31:40,10.00,FDKJ0l9Q05CS2xuG
1535,1,1,1,1,2018-10-20 21:31:40,10.00,pUhgPbHtIhCgrpO4ExzUkyAH
1536,1,1,1,1,2018-10-20 21:31:40,10.00,sNDKGdJORP0x
1537,1,1,1,1,2018-10-20 21:31:40,10.00,Emxue9cqaWFBCr65wyTx
1538,1,1,1,1,2018-10-20 21:31:40,10.00,dbPa7MsUg7dmP7XXQU
1539,1,1,1,1,2018-10-20 21:31:40,10.00,UNcYGGn8eyhU
1540,1,1,1,1,2018-10-20 21:31:40,10.00,Hfs7jW0dmwJs
1541,1,1,1,1,2018-10-20 21:31:40,10.00,0aam9deP5HwsgAXRw7fiza
1542,1,1,1,1,2018-10-20 21:31:40,10.00,p8yG6ADoS8pD0L
1543,1,1,1,1,2018-10-20 21:31:40,10.00,6nNOccthD4GD
1544,1,1,1,1,2018-10-20 21:31:40,10.00,Vk36pm2g5xL1R501bZO
1545,1,1,1,1,2018-10-20 21:31:40,10.00,Q6q0qHuQ0FOP
1546,1,1,1,1,2018-10-20 21:31:40,10.00,eMwXmebsthxxNqS8cem0H9RM
1547,1,1,1,1,2018-10-20 21:31:40,10.00,OLafdl4KihzDXILD
1548,1,1,1,1,2018-10-20 21:31:40,10.00,YXCiiJpHTi7IduzpQne
1549,1,1,1,1,2018-10-20 21:31:40,10.00,KFFxpCSume5Ij7HVq
1550,1,1,1,1,2018-10-20 21:31:40,10.00,lEeunzJWlcrt
1551,1,1,1,1,2018-10-20 21:31:40,10.00,EVWTyZXVjMdZ0i2c4g
1552,1,1,1,1,2018-10-20 21:31:40,10.00,USSHJls3iCLfiQc1lA
1553,1,1,1,1,2018-10-20 21:31:40,10.00,eiIRVs0EsBoqElZOY
1554,1,1,1,1,2018-10-20 21:31:40,10.00,A3bFJ7AqRnMCcEyZaYqZagie
1555,1,1,1,1,2018-10-20 21:31:40,10.00,MFIGzKSE4R6DeNbuV
1556,1,1,1,1,2018-10-20 21:31:40,10.00,KYSmMq4u29XH7FmETxeSvj
1557,1,1,1,1,2018-10-20 21:31:40,10.00,uIqlCz6H30TYFePrc
1558,1,1,1,1,2018-10-20 21:31:40,10.00,SqH1S6B6bdUklGgv
1559,1,1,1,1,2018-10-20 21:31:40,10.00,FXO3vWrxQlBzsQz5YxWrwJwN
1560,1,1,1,1,2018-10-20 21:31:40,10.00,FLNrpDR7Ox6Y
1561,1,1,1,1,2018-10-20 21:31:40,10.00,lV0JtPyGzobVPCw1ZtEP
1562,1,1,1,1,2018-10-20 21:31:40,10.00,eAdZcP4vdV9ON5Ydfr
1563,1,1,1,1,2018-10-20 21:31:40,10.00,bdddulHwVBDz84
1564,1,1,1,1,2018-10-20 21:31:40,10.00,Kgh6wRpCYh1DQGSbHJtAHmna
1565,1,1,1,1,2018-10-20 21:31:40,10.00,D8aJbNjnWyi1rwxT
1566,1,1,1,1,2018-10-20 21:31:40,10.00,cxzSj4iabLW71NWraTzD
1567,1,1,1,1,2018-10-20 21:31:40,10.00,o1BrCn2gfMAvb8ezwv8XdRAJ
1568,1,1,1,1,2018-10-20 21:31:40,10.00,t2mhFhV6yIge3U5L6zCzp3T
1569,1,1,1,1,2018-10-20 21:31:40,10.00,xzL24jfVTFQ8Jvtk07ax
1570,1,1,1,1,2018-10-20 21:31:40,10.00,Nfpc2lgMCBhnLyGMENPu
1571,1,1,1,1,2018-10-20 21:31:40,10.00,cAMsutdvouEvow
1572,1,1,1,1,2018-10-20 21:31:40,10.00,ci0ubMlUQgmJWF
1573,1,1,1,1,2018-10-20 21:31:40,10.00,h74fFhuOJbyD7NoyIAKeAT2K
1574,1,1,1,1,2018-10-20 21:31:40,10.00,80CwoeoLo5CyeTZ
1575,1,1,1,1,2018-10-20 21:31:40,10.00,5wMTCqkhMvzCA6SMk
1576,1,1,1,1,2018-10-20 21:31:40,10.00,bM3t8IHqCXqnLrt
1577,1,1,1,1,2018-10-20 21:31:40,10.00,6p1SJB4aVxfr6Lq
1578,1,1,1,1,2018-10-20 21:31:40,10.00,zV4zwJBTaOQfOKqD26F
1579,1,1,1,1,2018-10-20 21:31:40,10.00,4ULns4TAFzhdaMF8U
1580,1,1,1,1,2018-10-20 21:31:40,10.00,bfxXz6SMhbtyYr
1581,1,1,1,1,2018-10-20 21:31:40,10.00,lwYdVGtFKXclAWPIge
1582,1,1,1,1,2018-10-20 21:31:40,10.00,qioxLyEwlXfEPBLxfjsAuPSs
1583,1,1,1,1,2018-10-20 21:31:40,10.00,6mK0iQvYwnompgOLbK
1584,1,1,1,1,2018-10-20 21:31:40,10.00,qdCuk0BWG40TCgppZeu1Jsr
1585,1,1,1,1,2018-10-20 21:31:40,10.00,r0aN7q2RdOzdetwvudNTg
1586,1,1,1,1,2018-10-20 21:31:40,10.00,cA4jOusw0LzzvLLqcbU
1587,1,1,1,1,2018-10-20 21:31:40,10.00,e4V2LfpQxzCmRfH7O
1588,1,1,1,1,2018-10-20 21:31:40,10.00,03vMmkb6KwRkxIp58
1589,1,1,1,1,2018-10-20 21:31:40,10.00,LUg3T5acTZ6lu0jS7uj4Fe
1590,1,1,1,1,2018-10-20 21:31:40,10.00,Wo39DhdJam58
1591,1,1,1,1,2018-10-20 21:31:40,10.00,rdRyl2dHNnrXmqgdwq6dED
1592,1,1,1,1,2018-10-20 21:31:40,10.00,WNZvSlvkPwwQGIcssSK
1593,1,1,1,1,2018-10-20 21:31:40,10.00,JROu40kBOwqWDUvS0rY
1594,1,1,1,1,2018-10-20 21:31:40,10.00,3ViLkvj84CMPeDWL7BvpWzb
1595,1,1,1,1,2018-10-20 21:31:40,10.00,9wQbiFlxk1263BEhwWUps
1596,1,1,1,1,2018-10-20 21:31:40,10.00,xTLspvYcuToifl27jsHptH
1597,1,1,1,1,2018-10-20 21:31:40,10.00,qE5X6dC81lfWjn7LAelrWPhq
1598,1,1,1,1,2018-10-20 21:31:40,10.00,oGt1b54gqTgU3tRHahuTmlva
1599,1,1,1,1,2018-10-20 21:31:40,10.00,82SbpDtWVHHL7rYaZeHD
1600,1,1,1,1,2018-10-20 21:31:40,10.00,XBr1wVFzSnqeBi
1601,1,1,1,1,2018-10-20 21:31:40,10.00,dReHoSskZyZFtaZNy7EePP
1602,1,1,1,1,2018-10-20 21:31:40,10.00,QaYTz7SuBtJW
1603,1,1,1,1,2018-10-20 21:31:40,10.00,gcFjHoyuwh8M3zOcpv2z
1604,1,1,1,1,2018-10-20 21:31:40,10.00,iLMEjlwFkPW0qDaxX6V
1605,1,1,1,1,2018-10-20 21:31:40,10.00,uLQruv6GPyTjV
1606,1,1,1,1,2018-10-20 21:31:40,10.00,iz7YWxh2B3kYsadEUN
1607,1,1,1,1,2018-10-20 21:31:40,10.00,RZ5JIRkDMjBSwK5PvcIg
1608,1,1,1,1,2018-10-20 21:31:40,10.00,lwj7l53F3lqJ
1609,1,1,1,1,2018-10-20 21:31:40,10.00,CjcqWqJHEp7AW7p
1610,1,1,1,1,2018-10-20 21:31:40,10.00,LjDiIdT9w0UNc
1611,1,1,1,1,2018-10-20 21:31:40,10.00,yn9a0yQwhfZBgDbbpcRkTo
1612,1,1,1,1,2018-10-20 21:31:40,10.00,GhFxRS7eLKiXlpl1B
1613,1,1,1,1,2018-10-20 21:31:40,10.00,JKXmRw2gslcQbs
1614,1,1,1,1,2018-10-20 21:31:40,10.00,eDdoodJTB2E6nYHVtX
1615,1,1,1,1,2018-10-20 21:31:40,10.00,782XrDXLSS2pN
1616,1,1,1,1,2018-10-20 21:31:40,10.00,LYTIVul8bMc1O4zuXOSp27w9
1617,1,1,1,1,2018-10-20 21:31:40,10.00,18mSDlqfdBRKO
1618,1,1,1,1,2018-10-20 21:31:40,10.00,pbaqRBT40eZLBHkjzEJ
1619,1,1,1,1,2018-10-20 21:31:40,10.00,Hy0ldUFNJEKd8QS7
1620,1,1,1,1,2018-10-20 21:31:40,10.00,qhcj0VOBJyCQiNGG
1621,1,1,1,1,2018-10-20 21:31:40,10.00,V1XAZC7EUUMeKnbNClE7ZjKO
1622,1,1,1,1,2018-10-20 21:31:40,10.00,sTnafF9Uez7L
1623,1,1,1,1,2018-10-20 21:31:40,10.00,lzLkOdZEwvEoibB4N7
1624,1,1,1,1,2018-10-20 21:31:40,10.00,qM0tZYVQPV1Ujj2cZHU2d9ot
1625,1,1,1,1,2018-10-20 21:31:40,10.00,hRPIoo85Thqbz
1626,1,1,1,1,2018-10-20 21:31:40,10.00,m08s0Y79ihNydcnNpgtDuNh
1627,1,1,1,1,2018-10-20 21:31:40,10.00,TJPE7HFZH4LnrEDAlop9puM
1628,1,1,1,1,2018-10-20 21:31:40,10.00,2wdskNdVaWa8P
1629,1,1,1,1,2018-10-20 21:31:40,10.00,qHSjtG3ZLAHPwME5
1630,1,1,1,1,2018-10-20 21:31:40,10.00,CU0U71ghgaeQyzIlekbv06Y
1631,1,1,1,1,2018-10-20 21:31:40,10.00,YxvMHNqRRIyKX
1632,1,1,1,1,2018-10-20 21:31:40,10.00,KOlIHAsbmWPpCEq
1633,1,1,1,1,2018-10-20 21:31:40,10.00,jDuPK7rgUOxc
1634,1,1,1,1,2018-10-20 21:31:40,10.00,P29bcqrMTkBQxG
1635,1,1,1,1,2018-10-20 21:31:40,10.00,n3zz7neaHrw4JqC4TOrqxE
1636,1,1,1,1,2018-10-20 21:31:40,10.00,Gj0hNaVT3wTmWQtUKUrbFZf
1637,1,1,1,1,2018-10-20 21:31:40,10.00,xroi6KkShUnk68
1638,1,1,1,1,2018-10-20 21:31:40,10.00,CITNNzNwyKY2iMHw2kBuYI
1639,1,1,1,1,2018-10-20 21:31:40,10.00,YFtfFPlU71LcGz
1640,1,1,1,1,2018-10-20 21:31:40,10.00,Viol5BF97YEwJq
1641,1,1,1,1,2018-10-20 21:31:40,10.00,jFxyyjnJhlm05
1642,1,1,1,1,2018-10-20 21:31:40,10.00,Y7fW2NmNUEmhMMIq
1643,1,1,1,1,2018-10-20 21:31:40,10.00,p7jXSvkbgWTe9nKXDq
1644,1,1,1,1,2018-10-20 21:31:40,10.00,OsFnoSGtjP3f0eTjbQsQz7S7
1645,1,1,1,1,2018-10-20 21:31:40,10.00,w7h5slMSSjEUuM8qFy
1646,1,1,1,1,2018-10-20 21:31:40,10.00,kPYVjyGWeY5IUo8mZAZhUr
1647,1,1,1,1,2018-10-20 21:31:40,10.00,UYp1WK7f4mRZtPQupf
1648,1,1,1,1,2018-10-20 21:31:40,10.00,Xhwzo4LPA9PhahurG9
1649,1,1,1,1,2018-10-20 21:31:40,10.00,QWbsR1w0FG7p
1650,1,1,1,1,2018-10-20 21:31:40,10.00,A68y2pX2PUL7
1651,1,1,1,1,2018-10-20 21:31:40,10.00,1FfQfU4Ufb27XiKX
1652,1,1,1,1,2018-10-20 21:31:40,10.00,cW8iYK9hSxKg
1653,1,1,1,1,2018-10-20 21:31:40,10.00,X6GsDTLGV1kZt6Vkjd
1654,1,1,1,1,2018-10-20 21:31:40,10.00,66Gk0lrahxUPX4FcM5L1
1655,1,1,1,1,2018-10-20 21:31:40,10.00,68aicwM6jxhprg3KDqwHQfYz
1656,1,1,1,1,2018-10-20 21:31:40,10.00,RX2A9Mkmgsnxj8Hqbs8G
1657,1,1,1,1,2018-10-20 21:31:40,10.00,lzeF6sxj3kGe4QPBmRs
1658,1,1,1,1,2018-10-20 21:31:40,10.00,1zfg4ZcX1VEiBsJlAuHvBw
1659,1,1,1,1,2018-10-20 21:31:40,10.00,rNfinOgERZefLIvn
1660,1,1,1,1,2018-10-20 21:31:40,10.00,0Ut1NEYZmQVVLdEdO
1661,1,1,1,1,2018-10-20 21:31:40,10.00,ytxh1l3dqPXeERUFDMR6
1662,1,1,1,1,2018-10-20 21:31:40,10.00,EmjWmMjU3QGkm7vy0pSpx0
1663,1,1,1,1,2018-10-20 21:31:40,10.00,tqLnegrKBj5uMO0kV
1664,1,1,1,1,2018-10-20 21:31:40,10.00,4UmTads5MrLXr5lYxuK
1665,1,1,1,1,2018-10-20 21:31:40,10.00,UJSwbYTXRFwndcFE941F
1666,1,1,1,1,2018-10-20 21:31:40,10.00,OEDPetV6noV36R7qUqd4Ho
1667,1,1,1,1,2018-10-20 21:31:40,10.00,bwQH5SEoWVcLN
1668,1,1,1,1,2018-10-20 21:31:40,10.00,X78N3sEa2xaKRjGI
1669,1,1,1,1,2018-10-20 21:31:40,10.00,PYeNU6vqDMu59fsKmixBX
1670,1,1,1,1,2018-10-20 21:31:40,10.00,X1oBaqH7E1Kly
1671,1,1,1,1,2018-10-20 21:31:40,10.00,xZcor2b77hq612g
1672,1,1,1,1,2018-10-20 21:31:40,10.00,z5zYzEmj6YcO0
1673,1,1,1,1,2018-10-20 21:31:40,10.00,nXruANVdi38x61lRlCLt
1674,1,1,1,1,2018-10-20 21:31:40,10.00,4npYvgT8RYUjFxty7FBNNs
1675,1,1,1,1,2018-10-20 21:31:40,10.00,qN5klLsFQReL
1676,1,1,1,1,2018-10-20 21:31:40,10.00,nkSUZIyMnhuWo9SziQwUcz
1677,1,1,1,1,2018-10-20 21:31:40,10.00,jijwFhoJOlPtmdbcGT
1678,1,1,1,1,2018-10-20 21:31:40,10.00,mETC6jkuesyxGfdwHq
1679,1,1,1,1,2018-10-20 21:31:40,10.00,UfVhHrfq2awprFlQXIk05h
1680,1,1,1,1,2018-10-20 21:31:40,10.00,wzUb4n5sltfGwtk8wApJ3
1681,1,1,1,1,2018-10-20 21:31:40,10.00,RC7YNisEThSzZqz
1682,1,1,1,1,2018-10-20 21:31:40,10.00,carmt35fB6lv
1683,1,1,1,1,2018-10-20 21:31:40,10.00,PfheOTq9ffqwNESAatR1g
1684,1,1,1,1,2018-10-20 21:31:40,10.00,noAOkfY6jErJ
1685,1,1,1,1,2018-10-20 21:31:40,10.00,ZKxHI5UsHpZ2
1686,1,1,1,1,2018-10-20 21:31:40,10.00,6Wyb52eSaHhDN
1687,1,1,1,1,2018-10-20 21:31:40,10.00,rCp4vHWHHqfXJbqOwHW
1688,1,1,1,1,2018-10-20 21:31:40,10.00,yTlL1dvtAKIc8IrRbU9V
1689,1,1,1,1,2018-10-20 21:31:40,10.00,egtbgO1Eoa143pMY7qej73
1690,1,1,1,1,2018-10-20 21:31:40,10.00,AqPd5KcvtuYsIyRTwFgVDK1
1691,1,1,1,1,2018-10-20 21:31:40,10.00,QqKsORC3M2jIUKC75j4NR
1692,1,1,1,1,2018-10-20 21:31:40,10.00,53DFNee1EjX2bHT
1693,1,1,1,1,2018-10-20 21:31:40,10.00,XsaUm22EK127GCtJpIGAUpH
1694,1,1,1,1,2018-10-20 21:31:40,10.00,8YLkUroq0QfRyAXuatmrP
1695,1,1,1,1,2018-10-20 21:31:40,10.00,u17q3RK18sj7LP
1696,1,1,1,1,2018-10-20 21:31:40,10.00,FsqKDkE5aPpbjdH99
1697,1,1,1,1,2018-10-20 21:31:40,10.00,omOfsnCM2l0ctcIwTSNJEM
1698,1,1,1,1,2018-10-20 21:31:40,10.00,YCxXftvHgirrXgIbJRA
1699,1,1,1,1,2018-10-20 21:31:40,10.00,OEXfte371dzR
1700,1,1,1,1,2018-10-20 21:31:40,10.00,SEo6YYYSTZ1ywuG
1701,1,1,1,1,2018-10-20 21:31:40,10.00,X9iPLyX7yXF6etQ4ONadP7
1702,1,1,1,1,2018-10-20 21:31:40,10.00,0g7ajJl71j07E03BAZMAlrr9
1703,1,1,1,1,2018-10-20 21:31:40,10.00,QWlmdaRYALqs5
1704,1,1,1,1,2018-10-20 21:31:40,10.00,YuzelDgyDAleS
1705,1,1,1,1,2018-10-20 21:31:40,10.00,gYrhdJbpcrEHAgbTkN1axfNa
1706,1,1,1,1,2018-10-20 21:31:40,10.00,0Fy1KlHITIx0wZyCaWMq77
1707,1,1,1,1,2018-10-20 21:31:40,10.00,ZybouSLCo1Ry
1708,1,1,1,1,2018-10-20 21:31:40,10.00,bPtp1MUn7m1VMT
1709,1,1,1,1,2018-10-20 21:31:40,10.00,EiPXKEIEzI9WzLcnR1FkCnw
1710,1,1,1,1,2018-10-20 21:31:40,10.00,chfuC4qYWYRr
1711,1,1,1,1,2018-10-20 21:31:40,10.00,twYEBoFPn563Q3
