o_id,o_w_id,o_d_id,o_c_id,o_carrier_id,o_ol_cnt,o_all_local,o_entry_d
2667,1,3,2966,,9,1,2018-10-20 21:32:04
2668,1,3,2765,,13,1,2018-10-20 21:32:04
2669,1,3,2704,,8,1,2018-10-20 21:32:04
2670,1,3,2993,,8,1,2018-10-20 21:32:04
2671,1,3,2751,,8,1,2018-10-20 21:32:04
2672,1,3,2939,,9,1,2018-10-20 21:32:04
2673,1,3,2694,,10,1,2018-10-20 21:32:04
2674,1,3,2810,,6,1,2018-10-20 21:32:04
2675,1,3,2831,,12,1,2018-10-20 21:32:04
2676,1,3,2726,,13,1,2018-10-20 21:32:04
2677,1,3,2873,,13,1,2018-10-20 21:32:04
2678,1,3,2847,,8,1,2018-10-20 21:32:04
2679,1,3,2990,,10,1,2018-10-20 21:32:04
2680,1,3,2937,,8,1,2018-10-20 21:32:04
2681,1,3,2803,,8,1,2018-10-20 21:32:04
2682,1,3,2820,,9,1,2018-10-20 21:32:04
2683,1,3,2933,,9,1,2018-10-20 21:32:04
2684,1,3,2848,,14,1,2018-10-20 21:32:04
2685,1,3,2765,,14,1,2018-10-20 21:32:04
2686,1,3,2997,,5,1,2018-10-20 21:32:04
2687,1,3,2715,,11,1,2018-10-20 21:32:04
2688,1,3,2914,,11,1,2018-10-20 21:32:04
2689,1,3,2859,,14,1,2018-10-20 21:32:04
2690,1,3,2934,,9,1,2018-10-20 21:32:04
2691,1,3,2825,,5,1,2018-10-20 21:32:04
2692,1,3,2712,,8,1,2018-10-20 21:32:04
2693,1,3,2922,,11,1,2018-10-20 21:32:04
2694,1,3,2876,,14,1,2018-10-20 21:32:04
2695,1,3,2852,,9,1,2018-10-20 21:32:04
2696,1,3,2869,,13,1,2018-10-20 21:32:04
2697,1,3,2984,,10,1,2018-10-20 21:32:04
2698,1,3,2864,,7,1,2018-10-20 21:32:04
2699,1,3,2803,,12,1,2018-10-20 21:32:04
2700,1,3,2904,,11,1,2018-10-20 21:32:04
2701,1,3,2798,,13,1,2018-10-20 21:32:04
2702,1,3,2991,,7,1,2018-10-20 21:32:04
2703,1,3,2860,,9,1,2018-10-20 21:32:04
2704,1,3,2786,,12,1,2018-10-20 21:32:04
2705,1,3,2820,,15,1,2018-10-20 21:32:04
2706,1,3,2950,,15,1,2018-10-20 21:32:04
2707,1,3,2955,,7,1,2018-10-20 21:32:04
2708,1,3,2973,,13,1,2018-10-20 21:32:04
2709,1,3,2800,,5,1,2018-10-20 21:32:04
2710,1,3,2769,,7,1,2018-10-20 21:32:04
2711,1,3,2959,,5,1,2018-10-20 21:32:04
2712,1,3,2801,,11,1,2018-10-20 21:32:04
2713,1,3,2773,,6,1,2018-10-20 21:32:04
2714,1,3,2733,,11,1,2018-10-20 21:32:04
2715,1,3,2999,,14,1,2018-10-20 21:32:04
2716,1,3,2752,,9,1,2018-10-20 21:32:04
2717,1,3,2830,,6,1,2018-10-20 21:32:04
2718,1,3,2724,,12,1,2018-10-20 21:32:04
2719,1,3,2998,,8,1,2018-10-20 21:32:04
2720,1,3,2953,,15,1,2018-10-20 21:32:04
2721,1,3,2741,,13,1,2018-10-20 21:32:04
2722,1,3,3000,,12,1,2018-10-20 21:32:04
2723,1,3,2973,,14,1,2018-10-20 21:32:04
2724,1,3,2893,,14,1,2018-10-20 21:32:04
2725,1,3,2727,,10,1,2018-10-20 21:32:04
2726,1,3,2740,,9,1,2018-10-20 21:32:04
2727,1,3,2834,,5,1,2018-10-20 21:32:04
2728,1,3,2967,,6,1,2018-10-20 21:32:04
2729,1,3,2978,,5,1,2018-10-20 21:32:04
2730,1,3,2980,,6,1,2018-10-20 21:32:04
2731,1,3,2945,,5,1,2018-10-20 21:32:04
2732,1,3,2771,,6,1,2018-10-20 21:32:04
2733,1,3,2830,,7,1,2018-10-20 21:32:04
2734,1,3,2999,,12,1,2018-10-20 21:32:04
2735,1,3,2861,,10,1,2018-10-20 21:32:04
2736,1,3,2913,,13,1,2018-10-20 21:32:04
2737,1,3,2913,,15,1,2018-10-20 21:32:04
2738,1,3,2883,,13,1,2018-10-20 21:32:04
2739,1,3,2745,,6,1,2018-10-20 21:32:04
2740,1,3,2774,,10,1,2018-10-20 21:32:04
2741,1,3,2810,,5,1,2018-10-20 21:32:04
2742,1,3,2769,,9,1,2018-10-20 21:32:04
2743,1,3,2778,,13,1,2018-10-20 21:32:04
2744,1,3,2861,,10,1,2018-10-20 21:32:04
2745,1,3,2830,,6,1,2018-10-20 21:32:04
2746,1,3,2761,,11,1,2018-10-20 21:32:04
2747,1,3,2938,,9,1,2018-10-20 21:32:04
2748,1,3,2867,,9,1,2018-10-20 21:32:04
2749,1,3,2757,,5,1,2018-10-20 21:32:04
2750,1,3,2857,,5,1,2018-10-20 21:32:04
2751,1,3,2977,,9,1,2018-10-20 21:32:04
2752,1,3,2798,,13,1,2018-10-20 21:32:04
2753,1,3,2921,,6,1,2018-10-20 21:32:04
2754,1,3,2913,,12,1,2018-10-20 21:32:04
2755,1,3,2805,,13,1,2018-10-20 21:32:04
2756,1,3,2809,,6,1,2018-10-20 21:32:04
2757,1,3,2985,,9,1,2018-10-20 21:32:04
2758,1,3,2913,,15,1,2018-10-20 21:32:04
2759,1,3,2838,,6,1,2018-10-20 21:32:04
2760,1,3,2975,,14,1,2018-10-20 21:32:04
2761,1,3,2867,,13,1,2018-10-20 21:32:04
2762,1,3,2870,,11,1,2018-10-20 21:32:04
2763,1,3,2844,,6,1,2018-10-20 21:32:04
2764,1,3,2766,,6,1,2018-10-20 21:32:04
2765,1,3,2860,,13,1,2018-10-20 21:32:04
2766,1,3,2856,,12,1,2018-10-20 21:32:04
2767,1,3,2889,,6,1,2018-10-20 21:32:04
2768,1,3,2799,,15,1,2018-10-20 21:32:04
2769,1,3,2817,,8,1,2018-10-20 21:32:04
2770,1,3,2812,,8,1,2018-10-20 21:32:04
2771,1,3,2813,,11,1,2018-10-20 21:32:04
2772,1,3,2997,,13,1,2018-10-20 21:32:04
2773,1,3,2944,,7,1,2018-10-20 21:32:04
2774,1,3,2925,,10,1,2018-10-20 21:32:04
2775,1,3,2870,,6,1,2018-10-20 21:32:04
2776,1,3,2960,,9,1,2018-10-20 21:32:04
2777,1,3,2974,,11,1,2018-10-20 21:32:04
2778,1,3,2806,,10,1,2018-10-20 21:32:04
2779,1,3,2849,,8,1,2018-10-20 21:32:04
2780,1,3,2876,,14,1,2018-10-20 21:32:04
2781,1,3,2833,,8,1,2018-10-20 21:32:04
2782,1,3,2796,,7,1,2018-10-20 21:32:04
2783,1,3,2873,,12,1,2018-10-20 21:32:04
2784,1,3,2907,,9,1,2018-10-20 21:32:04
2785,1,3,2941,,10,1,2018-10-20 21:32:04
2786,1,3,2987,,11,1,2018-10-20 21:32:04
2787,1,3,2867,,14,1,2018-10-20 21:32:04
2788,1,3,2883,,8,1,2018-10-20 21:32:04
2789,1,3,2983,,14,1,2018-10-20 21:32:04
2790,1,3,2822,,5,1,2018-10-20 21:32:04
2791,1,3,2808,,10,1,2018-10-20 21:32:04
2792,1,3,2800,,8,1,2018-10-20 21:32:04
2793,1,3,2879,,8,1,2018-10-20 21:32:04
2794,1,3,2858,,7,1,2018-10-20 21:32:04
2795,1,3,2864,,5,1,2018-10-20 21:32:04
2796,1,3,2960,,9,1,2018-10-20 21:32:04
2797,1,3,2930,,15,1,2018-10-20 21:32:04
2798,1,3,2802,,6,1,2018-10-20 21:32:04
2799,1,3,2996,,13,1,2018-10-20 21:32:04
2800,1,3,2928,,13,1,2018-10-20 21:32:04
2801,1,3,2961,,11,1,2018-10-20 21:32:04
2802,1,3,2855,,15,1,2018-10-20 21:32:04
2803,1,3,2873,,12,1,2018-10-20 21:32:04
2804,1,3,2820,,14,1,2018-10-20 21:32:04
2805,1,3,2982,,13,1,2018-10-20 21:32:04
2806,1,3,2907,,6,1,2018-10-20 21:32:04
2807,1,3,2872,,13,1,2018-10-20 21:32:04
2808,1,3,2938,,6,1,2018-10-20 21:32:04
2809,1,3,2944,,11,1,2018-10-20 21:32:04
2810,1,3,2827,,7,1,2018-10-20 21:32:04
2811,1,3,2841,,5,1,2018-10-20 21:32:04
2812,1,3,2855,,15,1,2018-10-20 21:32:04
2813,1,3,2933,,9,1,2018-10-20 21:32:04
2814,1,3,2848,,14,1,2018-10-20 21:32:04
2815,1,3,2927,,9,1,2018-10-20 21:32:04
2816,1,3,2903,,11,1,2018-10-20 21:32:04
2817,1,3,2884,,7,1,2018-10-20 21:32:04
2818,1,3,2942,,12,1,2018-10-20 21:32:04
2819,1,3,2938,,15,1,2018-10-20 21:32:04
2820,1,3,2916,,9,1,2018-10-20 21:32:04
2821,1,3,2833,,7,1,2018-10-20 21:32:04
2822,1,3,2985,,11,1,2018-10-20 21:32:04
2823,1,3,2911,,7,1,2018-10-20 21:32:04
2824,1,3,2999,,6,1,2018-10-20 21:32:04
2825,1,3,2869,,10,1,2018-10-20 21:32:04
2826,1,3,2932,,8,1,2018-10-20 21:32:04
2827,1,3,2966,,6,1,2018-10-20 21:32:04
2828,1,3,2905,,7,1,2018-10-20 21:32:04
2829,1,3,2928,,10,1,2018-10-20 21:32:04
2830,1,3,2859,,6,1,2018-10-20 21:32:04
2831,1,3,2895,,14,1,2018-10-20 21:32:04
2832,1,3,2950,,8,1,2018-10-20 21:32:04
2833,1,3,2858,,11,1,2018-10-20 21:32:04
2834,1,3,2854,,15,1,2018-10-20 21:32:04
2835,1,3,2850,,12,1,2018-10-20 21:32:04
2836,1,3,2981,,7,1,2018-10-20 21:32:04
2837,1,3,2867,,7,1,2018-10-20 21:32:04
2838,1,3,2853,,11,1,2018-10-20 21:32:04
2839,1,3,2841,,6,1,2018-10-20 21:32:04
2840,1,3,2841,,12,1,2018-10-20 21:32:04
2841,1,3,2865,,10,1,2018-10-20 21:32:04
2842,1,3,2893,,15,1,2018-10-20 21:32:04
2843,1,3,2894,,5,1,2018-10-20 21:32:04
2844,1,3,2863,,10,1,2018-10-20 21:32:04
2845,1,3,2943,,10,1,2018-10-20 21:32:04
2846,1,3,2889,,15,1,2018-10-20 21:32:04
2847,1,3,2971,,13,1,2018-10-20 21:32:04
2848,1,3,2897,,15,1,2018-10-20 21:32:04
2849,1,3,2865,,13,1,2018-10-20 21:32:04
2850,1,3,2927,,13,1,2018-10-20 21:32:04
2851,1,3,2969,,6,1,2018-10-20 21:32:04
2852,1,3,2884,,14,1,2018-10-20 21:32:04
2853,1,3,2951,,12,1,2018-10-20 21:32:04
2854,1,3,2879,,13,1,2018-10-20 21:32:04
2855,1,3,2980,,8,1,2018-10-20 21:32:04
2856,1,3,2932,,9,1,2018-10-20 21:32:04
2857,1,3,2907,,7,1,2018-10-20 21:32:04
2858,1,3,2961,,8,1,2018-10-20 21:32:04
2859,1,3,2863,,9,1,2018-10-20 21:32:04
2860,1,3,2944,,15,1,2018-10-20 21:32:04
2861,1,3,2883,,7,1,2018-10-20 21:32:04
2862,1,3,2874,,6,1,2018-10-20 21:32:04
2863,1,3,2902,,6,1,2018-10-20 21:32:04
2864,1,3,2945,,15,1,2018-10-20 21:32:04
2865,1,3,2900,,12,1,2018-10-20 21:32:04
2866,1,3,2901,,8,1,2018-10-20 21:32:04
2867,1,3,2968,,6,1,2018-10-20 21:32:04
2868,1,3,2954,,13,1,2018-10-20 21:32:04
2869,1,3,2876,,13,1,2018-10-20 21:32:04
2870,1,3,2979,,15,1,2018-10-20 21:32:05
2871,1,3,2961,,14,1,2018-10-20 21:32:05
2872,1,3,2899,,5,1,2018-10-20 21:32:05
2873,1,3,2997,,14,1,2018-10-20 21:32:05
2874,1,3,2992,,14,1,2018-10-20 21:32:05
2875,1,3,2952,,15,1,2018-10-20 21:32:05
2876,1,3,2959,,5,1,2018-10-20 21:32:05
2877,1,3,2888,,11,1,2018-10-20 21:32:05
2878,1,3,2997,,9,1,2018-10-20 21:32:05
2879,1,3,2940,,14,1,2018-10-20 21:32:05
2880,1,3,2893,,10,1,2018-10-20 21:32:05
2881,1,3,2959,,10,1,2018-10-20 21:32:05
2882,1,3,2908,,5,1,2018-10-20 21:32:05
2883,1,3,2948,,13,1,2018-10-20 21:32:05
2884,1,3,2929,,14,1,2018-10-20 21:32:05
2885,1,3,2898,,7,1,2018-10-20 21:32:05
2886,1,3,2942,,11,1,2018-10-20 21:32:05
2887,1,3,2889,,6,1,2018-10-20 21:32:05
2888,1,3,2906,,6,1,2018-10-20 21:32:05
2889,1,3,2895,,7,1,2018-10-20 21:32:05
2890,1,3,2938,,8,1,2018-10-20 21:32:05
2891,1,3,2961,,5,1,2018-10-20 21:32:05
2892,1,3,2958,,9,1,2018-10-20 21:32:05
2893,1,3,2928,,11,1,2018-10-20 21:32:05
2894,1,3,2902,,10,1,2018-10-20 21:32:05
2895,1,3,2915,,10,1,2018-10-20 21:32:05
2896,1,3,2905,,12,1,2018-10-20 21:32:05
2897,1,3,2986,,6,1,2018-10-20 21:32:05
2898,1,3,2952,,6,1,2018-10-20 21:32:05
2899,1,3,2992,,13,1,2018-10-20 21:32:05
2900,1,3,2947,,9,1,2018-10-20 21:32:05
2901,1,3,2941,,11,1,2018-10-20 21:32:05
2902,1,3,2981,,9,1,2018-10-20 21:32:05
2903,1,3,2952,,13,1,2018-10-20 21:32:05
2904,1,3,2961,,9,1,2018-10-20 21:32:05
2905,1,3,2994,,8,1,2018-10-20 21:32:05
2906,1,3,2920,,15,1,2018-10-20 21:32:05
2907,1,3,2980,,7,1,2018-10-20 21:32:05
2908,1,3,2993,,13,1,2018-10-20 21:32:05
2909,1,3,2979,,14,1,2018-10-20 21:32:05
2910,1,3,2986,,6,1,2018-10-20 21:32:05
2911,1,3,2947,,11,1,2018-10-20 21:32:05
2912,1,3,2989,,5,1,2018-10-20 21:32:05
2913,1,3,2990,,8,1,2018-10-20 21:32:05
2914,1,3,2942,,9,1,2018-10-20 21:32:05
2915,1,3,2984,,12,1,2018-10-20 21:32:05
2916,1,3,2929,,11,1,2018-10-20 21:32:05
2917,1,3,2970,,7,1,2018-10-20 21:32:05
2918,1,3,2980,,6,1,2018-10-20 21:32:05
2919,1,3,2988,,10,1,2018-10-20 21:32:05
2920,1,3,2976,,10,1,2018-10-20 21:32:05
2921,1,3,2972,,5,1,2018-10-20 21:32:05
2922,1,3,2993,,11,1,2018-10-20 21:32:05
2923,1,3,2935,,8,1,2018-10-20 21:32:05
2924,1,3,2974,,5,1,2018-10-20 21:32:05
2925,1,3,2968,,10,1,2018-10-20 21:32:05
2926,1,3,2931,,12,1,2018-10-20 21:32:05
2927,1,3,2929,,6,1,2018-10-20 21:32:05
2928,1,3,2955,,8,1,2018-10-20 21:32:05
2929,1,3,2965,,13,1,2018-10-20 21:32:05
2930,1,3,2961,,15,1,2018-10-20 21:32:05
2931,1,3,2938,,9,1,2018-10-20 21:32:05
2932,1,3,2971,,15,1,2018-10-20 21:32:05
2933,1,3,3000,,5,1,2018-10-20 21:32:05
2934,1,3,2949,,12,1,2018-10-20 21:32:05
2935,1,3,2959,,14,1,2018-10-20 21:32:05
2936,1,3,2982,,9,1,2018-10-20 21:32:05
2937,1,3,2990,,10,1,2018-10-20 21:32:05
2938,1,3,2987,,10,1,2018-10-20 21:32:05
2939,1,3,2978,,14,1,2018-10-20 21:32:05
2940,1,3,2949,,9,1,2018-10-20 21:32:05
2941,1,3,2977,,13,1,2018-10-20 21:32:05
2942,1,3,2981,,9,1,2018-10-20 21:32:05
2943,1,3,2955,,10,1,2018-10-20 21:32:05
2944,1,3,2969,,11,1,2018-10-20 21:32:05
2945,1,3,2962,,6,1,2018-10-20 21:32:05
2946,1,3,2997,,15,1,2018-10-20 21:32:05
2947,1,3,2980,,13,1,2018-10-20 21:32:05
2948,1,3,2982,,8,1,2018-10-20 21:32:05
2949,1,3,2973,,12,1,2018-10-20 21:32:05
2950,1,3,2974,,12,1,2018-10-20 21:32:05
2951,1,3,2985,,8,1,2018-10-20 21:32:05
2952,1,3,2982,,7,1,2018-10-20 21:32:05
2953,1,3,2962,,13,1,2018-10-20 21:32:05
2954,1,3,2974,,7,1,2018-10-20 21:32:05
2955,1,3,2977,,12,1,2018-10-20 21:32:05
2956,1,3,2963,,5,1,2018-10-20 21:32:05
2957,1,3,2986,,8,1,2018-10-20 21:32:05
2958,1,3,2998,,6,1,2018-10-20 21:32:05
2959,1,3,2975,,15,1,2018-10-20 21:32:05
2960,1,3,2971,,7,1,2018-10-20 21:32:05
2961,1,3,2962,,13,1,2018-10-20 21:32:05
2962,1,3,2971,,7,1,2018-10-20 21:32:05
2963,1,3,2990,,10,1,2018-10-20 21:32:05
2964,1,3,2984,,13,1,2018-10-20 21:32:05
2965,1,3,2969,,10,1,2018-10-20 21:32:05
2966,1,3,2978,,14,1,2018-10-20 21:32:05
2967,1,3,3000,,14,1,2018-10-20 21:32:05
2968,1,3,2972,,5,1,2018-10-20 21:32:05
2969,1,3,2990,,8,1,2018-10-20 21:32:05
2970,1,3,2972,,14,1,2018-10-20 21:32:05
2971,1,3,2975,,12,1,2018-10-20 21:32:05
2972,1,3,2982,,6,1,2018-10-20 21:32:05
2973,1,3,2977,,12,1,2018-10-20 21:32:05
2974,1,3,2993,,10,1,2018-10-20 21:32:05
2975,1,3,2987,,7,1,2018-10-20 21:32:05
2976,1,3,3000,,15,1,2018-10-20 21:32:05
2977,1,3,2997,,6,1,2018-10-20 21:32:05
2978,1,3,2984,,13,1,2018-10-20 21:32:05
2979,1,3,2981,,7,1,2018-10-20 21:32:05
2980,1,3,2980,,14,1,2018-10-20 21:32:05
2981,1,3,2981,,8,1,2018-10-20 21:32:05
2982,1,3,2993,,12,1,2018-10-20 21:32:05
2983,1,3,2984,,5,1,2018-10-20 21:32:05
2984,1,3,2990,,15,1,2018-10-20 21:32:05
2985,1,3,2996,,6,1,2018-10-20 21:32:05
2986,1,3,2991,,11,1,2018-10-20 21:32:05
2987,1,3,2993,,8,1,2018-10-20 21:32:05
2988,1,3,2998,,15,1,2018-10-20 21:32:05
2989,1,3,2993,,10,1,2018-10-20 21:32:05
2990,1,3,2990,,14,1,2018-10-20 21:32:05
2991,1,3,2991,,12,1,2018-10-20 21:32:05
2992,1,3,3000,,9,1,2018-10-20 21:32:05
2993,1,3,2995,,7,1,2018-10-20 21:32:05
2994,1,3,2994,,8,1,2018-10-20 21:32:05
2995,1,3,2998,,14,1,2018-10-20 21:32:05
2996,1,3,2998,,13,1,2018-10-20 21:32:05
2997,1,3,2997,,8,1,2018-10-20 21:32:05
2998,1,3,3000,,12,1,2018-10-20 21:32:05
2999,1,3,2999,,7,1,2018-10-20 21:32:05
3000,1,3,3000,,5,1,2018-10-20 21:32:05
1,1,4,881,8,13,1,2018-10-20 21:32:05
2,1,4,248,5,10,1,2018-10-20 21:32:05
3,1,4,422,5,13,1,2018-10-20 21:32:05
4,1,4,1574,4,6,1,2018-10-20 21:32:05
5,1,4,2481,7,15,1,2018-10-20 21:32:05
6,1,4,2821,5,7,1,2018-10-20 21:32:05
7,1,4,2531,9,13,1,2018-10-20 21:32:05
8,1,4,1974,9,7,1,2018-10-20 21:32:05
9,1,4,355,1,5,1,2018-10-20 21:32:05
10,1,4,204,4,8,1,2018-10-20 21:32:05
11,1,4,1036,3,11,1,2018-10-20 21:32:05
12,1,4,88,8,7,1,2018-10-20 21:32:05
13,1,4,2367,2,7,1,2018-10-20 21:32:05
14,1,4,2453,1,5,1,2018-10-20 21:32:05
15,1,4,2362,3,13,1,2018-10-20 21:32:05
16,1,4,1534,6,15,1,2018-10-20 21:32:05
17,1,4,507,9,11,1,2018-10-20 21:32:05
18,1,4,1736,6,13,1,2018-10-20 21:32:05
19,1,4,513,3,8,1,2018-10-20 21:32:05
20,1,4,2993,7,6,1,2018-10-20 21:32:05
21,1,4,2514,4,11,1,2018-10-20 21:32:05
22,1,4,2939,3,11,1,2018-10-20 21:32:05
23,1,4,2155,10,5,1,2018-10-20 21:32:05
24,1,4,1969,5,12,1,2018-10-20 21:32:05
25,1,4,667,9,14,1,2018-10-20 21:32:05
26,1,4,2414,5,10,1,2018-10-20 21:32:05
27,1,4,2915,3,10,1,2018-10-20 21:32:05
28,1,4,1844,5,15,1,2018-10-20 21:32:05
29,1,4,375,3,12,1,2018-10-20 21:32:05
30,1,4,2102,1,12,1,2018-10-20 21:32:05
31,1,4,1307,6,8,1,2018-10-20 21:32:05
32,1,4,2724,4,7,1,2018-10-20 21:32:05
33,1,4,250,1,6,1,2018-10-20 21:32:05
34,1,4,2632,1,5,1,2018-10-20 21:32:05
35,1,4,833,8,7,1,2018-10-20 21:32:05
36,1,4,1582,1,11,1,2018-10-20 21:32:05
37,1,4,2628,1,15,1,2018-10-20 21:32:05
38,1,4,2764,4,15,1,2018-10-20 21:32:05
39,1,4,2990,3,15,1,2018-10-20 21:32:05
40,1,4,556,8,9,1,2018-10-20 21:32:05
41,1,4,191,10,12,1,2018-10-20 21:32:05
42,1,4,119,6,8,1,2018-10-20 21:32:05
43,1,4,1283,6,9,1,2018-10-20 21:32:05
44,1,4,1520,8,15,1,2018-10-20 21:32:05
45,1,4,1887,2,11,1,2018-10-20 21:32:05
46,1,4,2858,1,5,1,2018-10-20 21:32:05
47,1,4,186,9,9,1,2018-10-20 21:32:05
48,1,4,1018,9,12,1,2018-10-20 21:32:05
49,1,4,68,7,10,1,2018-10-20 21:32:05
50,1,4,923,10,5,1,2018-10-20 21:32:05
51,1,4,235,8,8,1,2018-10-20 21:32:05
52,1,4,2753,5,6,1,2018-10-20 21:32:05
53,1,4,1439,10,11,1,2018-10-20 21:32:05
54,1,4,1512,2,9,1,2018-10-20 21:32:05
55,1,4,1313,5,12,1,2018-10-20 21:32:05
56,1,4,248,7,6,1,2018-10-20 21:32:05
57,1,4,2592,9,6,1,2018-10-20 21:32:05
58,1,4,2730,4,13,1,2018-10-20 21:32:05
59,1,4,1287,9,7,1,2018-10-20 21:32:05
60,1,4,2929,10,14,1,2018-10-20 21:32:05
61,1,4,2741,2,6,1,2018-10-20 21:32:05
62,1,4,2513,2,15,1,2018-10-20 21:32:05
63,1,4,1649,3,15,1,2018-10-20 21:32:05
64,1,4,155,9,13,1,2018-10-20 21:32:05
65,1,4,985,2,13,1,2018-10-20 21:32:05
66,1,4,549,8,9,1,2018-10-20 21:32:05
67,1,4,2034,6,8,1,2018-10-20 21:32:05
68,1,4,2678,2,12,1,2018-10-20 21:32:05
69,1,4,932,8,15,1,2018-10-20 21:32:05
70,1,4,1801,9,7,1,2018-10-20 21:32:05
71,1,4,2882,7,15,1,2018-10-20 21:32:05
72,1,4,1947,3,12,1,2018-10-20 21:32:05
73,1,4,2596,7,13,1,2018-10-20 21:32:05
74,1,4,2134,9,5,1,2018-10-20 21:32:05
75,1,4,2784,1,13,1,2018-10-20 21:32:05
76,1,4,726,9,14,1,2018-10-20 21:32:05
77,1,4,505,9,11,1,2018-10-20 21:32:05
78,1,4,89,3,14,1,2018-10-20 21:32:05
79,1,4,1620,10,14,1,2018-10-20 21:32:05
80,1,4,736,6,13,1,2018-10-20 21:32:05
81,1,4,2641,2,11,1,2018-10-20 21:32:05
82,1,4,254,10,11,1,2018-10-20 21:32:05
83,1,4,2777,9,15,1,2018-10-20 21:32:05
84,1,4,2373,5,12,1,2018-10-20 21:32:05
85,1,4,1912,8,7,1,2018-10-20 21:32:05
86,1,4,1522,2,6,1,2018-10-20 21:32:05
87,1,4,2212,8,7,1,2018-10-20 21:32:05
88,1,4,2432,2,11,1,2018-10-20 21:32:05
89,1,4,420,3,15,1,2018-10-20 21:32:05
90,1,4,789,8,13,1,2018-10-20 21:32:05
91,1,4,1522,7,5,1,2018-10-20 21:32:05
92,1,4,2825,5,11,1,2018-10-20 21:32:05
93,1,4,1167,3,11,1,2018-10-20 21:32:05
94,1,4,1317,6,8,1,2018-10-20 21:32:05
95,1,4,874,3,6,1,2018-10-20 21:32:05
96,1,4,2572,9,7,1,2018-10-20 21:32:05
97,1,4,1645,4,6,1,2018-10-20 21:32:05
98,1,4,773,3,7,1,2018-10-20 21:32:05
99,1,4,928,6,12,1,2018-10-20 21:32:05
100,1,4,691,10,8,1,2018-10-20 21:32:05
101,1,4,1297,2,15,1,2018-10-20 21:32:05
102,1,4,565,6,12,1,2018-10-20 21:32:05
103,1,4,2587,5,6,1,2018-10-20 21:32:05
104,1,4,1111,1,7,1,2018-10-20 21:32:05
105,1,4,821,8,10,1,2018-10-20 21:32:05
106,1,4,2976,7,9,1,2018-10-20 21:32:05
107,1,4,851,6,11,1,2018-10-20 21:32:05
108,1,4,1103,3,10,1,2018-10-20 21:32:05
109,1,4,1030,8,13,1,2018-10-20 21:32:05
110,1,4,802,2,11,1,2018-10-20 21:32:05
111,1,4,1012,9,8,1,2018-10-20 21:32:05
112,1,4,1971,2,7,1,2018-10-20 21:32:05
113,1,4,2686,9,11,1,2018-10-20 21:32:05
114,1,4,2000,7,7,1,2018-10-20 21:32:05
115,1,4,273,5,10,1,2018-10-20 21:32:05
116,1,4,1211,7,9,1,2018-10-20 21:32:05
117,1,4,262,2,13,1,2018-10-20 21:32:05
118,1,4,1443,6,10,1,2018-10-20 21:32:05
119,1,4,1209,10,15,1,2018-10-20 21:32:05
120,1,4,2079,4,13,1,2018-10-20 21:32:05
121,1,4,2900,3,15,1,2018-10-20 21:32:05
122,1,4,287,3,9,1,2018-10-20 21:32:05
123,1,4,158,6,9,1,2018-10-20 21:32:05
124,1,4,1744,8,6,1,2018-10-20 21:32:05
125,1,4,1285,4,14,1,2018-10-20 21:32:05
126,1,4,1998,1,13,1,2018-10-20 21:32:05
127,1,4,506,5,15,1,2018-10-20 21:32:05
128,1,4,2318,10,12,1,2018-10-20 21:32:05
129,1,4,1447,5,14,1,2018-10-20 21:32:05
130,1,4,1297,8,15,1,2018-10-20 21:32:05
131,1,4,2444,5,9,1,2018-10-20 21:32:05
132,1,4,581,2,11,1,2018-10-20 21:32:05
133,1,4,1339,7,14,1,2018-10-20 21:32:05
134,1,4,2662,10,9,1,2018-10-20 21:32:05
135,1,4,239,5,7,1,2018-10-20 21:32:05
136,1,4,977,7,13,1,2018-10-20 21:32:05
137,1,4,2913,6,15,1,2018-10-20 21:32:05
138,1,4,1368,10,11,1,2018-10-20 21:32:05
139,1,4,1076,9,6,1,2018-10-20 21:32:05
140,1,4,2600,10,15,1,2018-10-20 21:32:05
141,1,4,2354,4,15,1,2018-10-20 21:32:05
142,1,4,2677,2,6,1,2018-10-20 21:32:05
143,1,4,1331,1,13,1,2018-10-20 21:32:05
144,1,4,1029,1,5,1,2018-10-20 21:32:05
145,1,4,1598,2,13,1,2018-10-20 21:32:05
146,1,4,1722,2,10,1,2018-10-20 21:32:05
147,1,4,2835,5,6,1,2018-10-20 21:32:05
148,1,4,1539,1,7,1,2018-10-20 21:32:05
149,1,4,2809,9,12,1,2018-10-20 21:32:05
150,1,4,1397,6,6,1,2018-10-20 21:32:05
151,1,4,1593,4,11,1,2018-10-20 21:32:05
152,1,4,1763,10,11,1,2018-10-20 21:32:05
153,1,4,1815,6,6,1,2018-10-20 21:32:05
154,1,4,229,5,10,1,2018-10-20 21:32:05
155,1,4,243,7,6,1,2018-10-20 21:32:05
156,1,4,2825,10,5,1,2018-10-20 21:32:05
157,1,4,1736,2,13,1,2018-10-20 21:32:05
158,1,4,640,6,7,1,2018-10-20 21:32:05
159,1,4,548,2,10,1,2018-10-20 21:32:05
160,1,4,838,3,13,1,2018-10-20 21:32:05
161,1,4,2344,1,12,1,2018-10-20 21:32:05
162,1,4,2993,5,11,1,2018-10-20 21:32:05
163,1,4,1465,4,9,1,2018-10-20 21:32:05
164,1,4,2494,1,11,1,2018-10-20 21:32:05
165,1,4,2604,1,8,1,2018-10-20 21:32:05
166,1,4,1980,9,7,1,2018-10-20 21:32:05
